English_title,Year,Dir_or_prod,Studio,Award_mains,Mains_cat,Award_fest,Fest_cat,Production_country,Director,Film_Studio
She Wore a Yellow Ribbon,1949-01-01 00:00:00,Winton C. Hoch,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Barkleys of Broadway,1949-01-01 00:00:00,Harry Stradling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Jolson Sings Again,1949-01-01 00:00:00,William E. Snyder,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Little Women,1949-01-01 00:00:00,Robert H. Planck and Charles Schoenbaum,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Sand,1949-01-01 00:00:00,Charles G. Clarke,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1950-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Third Man,1950-01-01 00:00:00,Robert Krasker,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
All About Eve,1950-01-01 00:00:00,Milton Krasner,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Asphalt Jungle,1950-01-01 00:00:00,Harold Rosson,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Furies,1950-01-01 00:00:00,Victor Milner,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Sunset Boulevard,1950-01-01 00:00:00,John F. Seitz,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1950-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
King Solomon's Mines,1950-01-01 00:00:00,Robert Surtees,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Annie Get Your Gun,1950-01-01 00:00:00,Charles Rosher,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Broken Arrow,1950-01-01 00:00:00,Ernest Palmer,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Flame and the Arrow,1950-01-01 00:00:00,Ernest Haller,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Samson and Delilah,1950-01-01 00:00:00,George Barnes,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1951-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
A Place in the Sun,1951-01-01 00:00:00,William C. Mellor,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Death of a Salesman,1951-01-01 00:00:00,Franz Planer,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Frogmen,1951-01-01 00:00:00,Norbert Brodine,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Strangers on a Train,1951-01-01 00:00:00,Robert Burks,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
A Streetcar Named Desire,1951-01-01 00:00:00,Harry Stradling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1951-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
An American in Paris,1951-01-01 00:00:00,Alfred Gilks and John Alton,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
David and Bathsheba,1951-01-01 00:00:00,Leon Shamroy,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Quo Vadis,1951-01-01 00:00:00,Robert Surtees and William V. Skall,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Show Boat,1951-01-01 00:00:00,Charles Rosher,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
When Worlds Collide,1951-01-01 00:00:00,John F. Seitz and W. Howard Greene,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1952-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Bad and the Beautiful,1952-01-01 00:00:00,Robert Surtees,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Big Sky,1952-01-01 00:00:00,Russell Harlan,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
My Cousin Rachel,1952-01-01 00:00:00,Joseph LaShelle,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Navajo,1952-01-01 00:00:00,Virgil Miller,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Sudden Fear,1952-01-01 00:00:00,Charles Lang,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1952-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Quiet Man,1952-01-01 00:00:00,Winton C. Hoch and Archie Stout,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Hans Christian Andersen,1952-01-01 00:00:00,Harry Stradling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Ivanhoe,1952-01-01 00:00:00,Freddie Young,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Million Dollar Mermaid,1952-01-01 00:00:00,George Folsey,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Snows of Kilimanjaro,1952-01-01 00:00:00,Leon Shamroy,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1953-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
From Here to Eternity,1953-01-01 00:00:00,Burnett Guffey,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Four Poster,1953-01-01 00:00:00,Hal Mohr,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Julius Caesar,1953-01-01 00:00:00,Joseph Ruttenberg,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Martin Luther,1953-01-01 00:00:00,Joseph C. Brun,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Roman Holiday,1953-01-01 00:00:00,Franz Planer and Henri Alekan,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1953-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Shane,1953-01-01 00:00:00,Loyal Griggs,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
All the Brothers Were Valiant,1953-01-01 00:00:00,George Folsey,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Beneath the 12-Mile Reef,1953-01-01 00:00:00,Edward Cronjager,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Lili,1953-01-01 00:00:00,Robert H. Planck,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Robe,1953-01-01 00:00:00,Leon Shamroy,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1954-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
On the Waterfront,1954-01-01 00:00:00,Boris Kaufman,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Country Girl,1954-01-01 00:00:00,John F. Warren,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Executive Suite,1954-01-01 00:00:00,George Folsey,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Rogue Cop,1954-01-01 00:00:00,John F. Seitz,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Sabrina,1954-01-01 00:00:00,Charles Lang,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1954-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Three Coins in the Fountain,1954-01-01 00:00:00,Milton Krasner,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Egyptian,1954-01-01 00:00:00,Leon Shamroy,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Rear Window,1954-01-01 00:00:00,Robert Burks,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Seven Brides for Seven Brothers,1954-01-01 00:00:00,George Folsey,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Silver Chalice,1954-01-01 00:00:00,William V. Skall,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1955-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Rose Tattoo,1955-01-01 00:00:00,James Wong Howe,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Blackboard Jungle,1955-01-01 00:00:00,Russell Harlan,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
I'll Cry Tomorrow,1955-01-01 00:00:00,Arthur Arling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Marty,1955-01-01 00:00:00,Joseph LaShelle,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Queen Bee,1955-01-01 00:00:00,Charles Lang,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1955-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
To Catch a Thief,1955-01-01 00:00:00,Robert Burks,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Guys and Dolls,1955-01-01 00:00:00,Harry Stradling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Love Is a Many-Splendored Thing,1955-01-01 00:00:00,Leon Shamroy,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
A Man Called Peter,1955-01-01 00:00:00,Harold Lipstein,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Oklahoma!,1955-01-01 00:00:00,Robert Surtees,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1956-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Somebody Up There Likes Me,1956-01-01 00:00:00,Joseph Ruttenberg,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Baby Doll,1956-01-01 00:00:00,Boris Kaufman,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Bad Seed,1956-01-01 00:00:00,Harold Rosson,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Harder They Fall,1956-01-01 00:00:00,Burnett Guffey,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Stagecoach to Fury,1956-01-01 00:00:00,Walter Strenge,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1956-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Around the World in 80 Days,1956-01-01 00:00:00,Lionel Lindon,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Eddy Duchin Story,1956-01-01 00:00:00,Harry Stradling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The King and I,1956-01-01 00:00:00,Leon Shamroy,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Ten Commandments,1956-01-01 00:00:00,Loyal Griggs,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
War and Peace,1956-01-01 00:00:00,Jack Cardiff,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Bridge on the River Kwai,1957-01-01 00:00:00,Jack Hildyard,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
An Affair to Remember,1957-01-01 00:00:00,Milton Krasner,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Funny Face,1957-01-01 00:00:00,Ray June,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Peyton Place,1957-01-01 00:00:00,William C. Mellor,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Sayonara,1957-01-01 00:00:00,Ellsworth Fredricks,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1958-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Defiant Ones,1958-01-01 00:00:00,Sam Leavitt,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Desire Under the Elms,1958-01-01 00:00:00,Daniel L. Fapp,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
I Want to Live!,1958-01-01 00:00:00,Lionel Lindon,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Separate Tables,1958-01-01 00:00:00,Charles Lang,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Young Lions,1958-01-01 00:00:00,Joseph MacDonald,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1958-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Gigi,1958-01-01 00:00:00,Joseph Ruttenberg,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Auntie Mame,1958-01-01 00:00:00,Harry Stradling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Cat on a Hot Tin Roof,1958-01-01 00:00:00,William Daniels,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Old Man and the Sea,1958-01-01 00:00:00,James Wong Howe,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
South Pacific,1958-01-01 00:00:00,Leon Shamroy,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1959-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Diary of Anne Frank,1959-01-01 00:00:00,William C. Mellor,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Anatomy of a Murder,1959-01-01 00:00:00,Sam Leavitt,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Career,1959-01-01 00:00:00,Joseph LaShelle,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Some Like It Hot,1959-01-01 00:00:00,Charles Lang,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Young Philadelphians,1959-01-01 00:00:00,Harry Stradling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1959-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Ben-Hur,1959-01-01 00:00:00,Robert Surtees,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Big Fisherman,1959-01-01 00:00:00,Lee Garmes,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Five Pennies,1959-01-01 00:00:00,Daniel L. Fapp,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Nun's Story,1959-01-01 00:00:00,Franz Planer,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Porgy and Bess,1959-01-01 00:00:00,Leon Shamroy,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1960-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Sons and Lovers,1960-01-01 00:00:00,Freddie Francis,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Apartment,1960-01-01 00:00:00,Joseph LaShelle,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Facts of Life,1960-01-01 00:00:00,Charles Lang,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Inherit the Wind,1960-01-01 00:00:00,Ernest Laszlo,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Psycho,1960-01-01 00:00:00,John L. Russell,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1960-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Spartacus,1960-01-01 00:00:00,Russell Metty,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Alamo,1960-01-01 00:00:00,William H. Clothier,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
BUtterfield 8,1960-01-01 00:00:00,Joseph Ruttenberg and Charles Harten,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Exodus,1960-01-01 00:00:00,Sam Leavitt,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Pepe,1960-01-01 00:00:00,Joseph MacDonald,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1961-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Hustler,1961-01-01 00:00:00,Eugen Schüfftan,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Absent-Minded Professor,1961-01-01 00:00:00,Edward Colman,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Children's Hour,1961-01-01 00:00:00,Franz Planer,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Judgment at Nuremberg,1961-01-01 00:00:00,Ernest Laszlo,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
"One, Two, Three",1961-01-01 00:00:00,Daniel L. Fapp,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1961-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
West Side Story,1961-01-01 00:00:00,Daniel L. Fapp,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Fanny,1961-01-01 00:00:00,Jack Cardiff,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Flower Drum Song,1961-01-01 00:00:00,Russell Metty,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
A Majority of One,1961-01-01 00:00:00,Harry Stradling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
One-Eyed Jacks,1961-01-01 00:00:00,Charles Lang,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1962-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Longest Day,1962-01-01 00:00:00,Jean Bourgoin and Walter Wottitz,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Birdman of Alcatraz,1962-01-01 00:00:00,Burnett Guffey,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
To Kill a Mockingbird,1962-01-01 00:00:00,Russell Harlan,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Two for the Seesaw,1962-01-01 00:00:00,Ted D. McCord,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
What Ever Happened to Baby Jane?,1962-01-01 00:00:00,Ernest Haller,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1962-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Lawrence of Arabia,1962-01-01 00:00:00,Freddie Young,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Gypsy,1962-01-01 00:00:00,Harry Stradling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Hatari!,1962-01-01 00:00:00,Russell Harlan,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Mutiny on the Bounty,1962-01-01 00:00:00,Robert Surtees,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Wonderful World of the Brothers Grimm,1962-01-01 00:00:00,Paul C. Vogel,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1963-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Hud,1963-01-01 00:00:00,James Wong Howe,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Balcony,1963-01-01 00:00:00,George Folsey,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Caretakers,1963-01-01 00:00:00,Lucien Ballard,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Lilies of the Field,1963-01-01 00:00:00,Ernest Haller,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Love with the Proper Stranger,1963-01-01 00:00:00,Milton Krasner,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1963-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Cleopatra,1963-01-01 00:00:00,Leon Shamroy,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Cardinal,1963-01-01 00:00:00,Leon Shamroy,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
How the West Was Won,1963-01-01 00:00:00,"William Daniels, Milton Krasner, Charles Lang and Joseph LaShelle",,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Irma la Douce,1963-01-01 00:00:00,Joseph LaShelle,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
"It's a Mad, Mad, Mad, Mad World",1963-01-01 00:00:00,Ernest Laszlo,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1964-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Zorba the Greek,1964-01-01 00:00:00,Walter Lassally,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Americanization of Emily,1964-01-01 00:00:00,Philip H. Lathrop,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Fate Is the Hunter,1964-01-01 00:00:00,Milton Krasner,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
"Hush...Hush, Sweet Charlotte",1964-01-01 00:00:00,Joseph Biroc,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Night of the Iguana,1964-01-01 00:00:00,Gabriel Figueroa,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1964-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
My Fair Lady,1964-01-01 00:00:00,Harry Stradling,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Becket,1964-01-01 00:00:00,Geoffrey Unsworth,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Cheyenne Autumn,1964-01-01 00:00:00,William H. Clothier,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Mary Poppins,1964-01-01 00:00:00,Edward Colman,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
The Unsinkable Molly Brown,1964-01-01 00:00:00,Daniel L. Fapp,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Black-and-White,1965-01-01 00:00:00,Black-and-White,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Ship of Fools,1965-01-01 00:00:00,Ernest Laszlo,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
In Harm's Way,1965-01-01 00:00:00,Loyal Griggs,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
King Rat,1965-01-01 00:00:00,Burnett Guffey,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Morituri,1965-01-01 00:00:00,Conrad Hall,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
A Patch of Blue,1965-01-01 00:00:00,Robert Burks,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
Color,1965-01-01 00:00:00,Color,,1,Oscar - Best Cinematography - Winner or Nominee,0,,,,
